id,name,position,recorded_games,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,ast,blk,stl,to,pf,pts,plus_minus,off_rating,def_rating,ast_pct,ast_tov,ast_ratio,oreb_pct,dreb_pct,treb_pct,tm_tov_pct,efg_pct,ts_pct,usg_pct,pace,pie,shot_distance,shot_made_flag,loc_x,loc_y,event_type-Missed Shot,event_type-Made Shot,action_type-Fadeaway Bank shot,action_type-Running Layup Shot,action_type-Jump Bank Hook Shot,action_type-Driving Floating Jump Shot,action_type-Step Back Jump shot,action_type-Slam Dunk Shot,action_type-Tip Layup Shot,action_type-Driving Dunk Shot,action_type-Hook Shot,action_type-Running Alley Oop Layup Shot,action_type-Running Tip Shot,action_type-Running Pull-Up Jump Shot,action_type-Fadeaway Jump Shot,action_type-Putback Dunk Shot,action_type-Tip Dunk Shot,action_type-Running Reverse Layup Shot,action_type-Running Finger Roll Layup Shot,action_type-Putback Layup Shot,action_type-Step Back Bank Jump Shot,action_type-No Shot,action_type-Turnaround Jump Shot,action_type-Floating Jump shot,action_type-Jump Shot,action_type-Layup Shot,action_type-Reverse Layup Shot,action_type-Turnaround Fadeaway shot,action_type-Hook Bank Shot,action_type-Driving Jump shot,action_type-Cutting Dunk Shot,action_type-Driving Hook Shot,action_type-Running Alley Oop Dunk Shot,action_type-Alley Oop Layup shot,action_type-Turnaround Bank Hook Shot,action_type-Jump Bank Shot,action_type-Reverse Dunk Shot,action_type-Driving Floating Bank Jump Shot,action_type-Turnaround Fadeaway Bank Jump Shot,action_type-Running Dunk Shot,action_type-Tip Shot,action_type-Running Jump Shot,action_type-Running Hook Shot,action_type-Putback Slam Dunk Shot,action_type-Driving Bank Hook Shot,action_type-Turnaround Hook Shot,action_type-Cutting Finger Roll Layup Shot,action_type-Running Bank shot,action_type-Pullup Jump shot,action_type-Alley Oop Dunk Shot,action_type-Reverse Slam Dunk Shot,action_type-Running Slam Dunk Shot,action_type-Driving Bank shot,action_type-Driving Slam Dunk Shot,action_type-Running Reverse Dunk Shot,action_type-Pullup Bank shot,action_type-Jump Hook Shot,action_type-Driving Reverse Dunk Shot,action_type-Driving Finger Roll Layup Shot,action_type-Dunk Shot,action_type-Turnaround Bank shot,action_type-Driving Layup Shot,action_type-Cutting Layup Shot,action_type-Driving Reverse Layup Shot,action_type-Running Bank Hook Shot,action_type-Finger Roll Layup Shot,shot_zone_basic-Left Corner 3,shot_zone_basic-Right Corner 3,shot_zone_basic-Mid-Range,shot_zone_basic-In The Paint (Non-RA),shot_zone_basic-Restricted Area,shot_zone_basic-Backcourt,shot_zone_basic-Above the Break 3,shot_zone_range-16-24 ft.,shot_zone_range-Back Court Shot,shot_zone_range-24+ ft.,shot_zone_range-Less Than 8 ft.,shot_zone_range-8-16 ft.,shot_type-3PT Field Goal,shot_type-2PT Field Goal,shot_zone_area-Right Side(R),shot_zone_area-Center(C),shot_zone_area-Left Side(L),shot_zone_area-Left Side Center(LC),shot_zone_area-Back Court(BC),shot_zone_area-Right Side Center(RC),Season
2730,Dwight Howard,Center,84,38.16130952,7.976190476,13.39285714,0,0.095238095,7.214285714,11.95238095,4,10.17857143,1.30952381,2.345238095,1.321428571,3.714285714,3.369047619,23.16666667,6.107142857,107.6576923,97.78846154,0.066705128,0.55,5.93974359,0.125589744,0.306923077,0,15.50641026,0.593961538,0.612346154,0.274294872,93.78807692,0.187782051,0,0,0,0,0.606321839,0.393678161,0.004789272,0.021072797,0.006704981,0.112068966,0.08908046,0,0.006704981,0,0,0.000957854,0.010536398,0.000957854,0,0.000957854,0,0,0,0.001915709,0.007662835,0.034482759,0,0.08045977,0.021072797,0,0,0.073754789,0.002873563,0,0,0.181034483,0.000957854,0.001915709,0.035440613,0.025862069,0.016283525,0.022030651,0,0.020114943,0.01532567,0.009578544,0.001915709,0,0.003831418,0,0,0,0.017241379,0,0,0,0.001915709,0,0.005747126,0.000957854,0,0.010536398,0,0.003831418,0.001915709,0.005747126,0.010536398,0.130268199,0,0.000957854,0,0.004789272,0,0.002873563,0.027777778,0.248084291,0.716475096,0.002873563,0.948275862,0.004789272,0.040229885,0.003831418,0.007662835,0.992337165,0.954022989,0.002873563,0.000957854,0.002873563,0.018199234,0.021072797,2010
2731,Emeka Okafor,Center,78,31.6991453,4.102564103,7.115384615,0,0.012820513,1.91025641,3.448717949,3.166666667,6.025641026,0.538461538,1.705128205,0.58974359,1.679487179,3.307692308,10.11538462,1.333333333,105.1208333,101.6194444,0.03,0.364583333,4.813888889,0.119486111,0.23825,0,16.075,0.560152778,0.574458333,0.158986111,90.95986111,0.099680556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
2732,Ben Gordon,Guard,82,25.88780488,4.12195122,9.37804878,1.292682927,3.231707317,1.658536585,1.951219512,0.5,1.87804878,2.085365854,0.195121951,0.573170732,1.719512195,2.170731707,11.19512195,-1.37804878,105.0512195,109.4231707,0.132134146,1.039756098,15.44146341,0.021926829,0.092134146,0,13.3097561,0.501073171,0.532609756,0.206792683,92.89768293,0.070365854,0,0,0,0,0.437288136,0.562711864,0,0,0,0,0,0,0.003389831,0,0.088135593,0,0.050847458,0,0,0.010169492,0,0,0,0.003389831,0,0,0,0.603389831,0,0,0.023728814,0,0.057627119,0.044067797,0,0.037288136,0,0,0,0,0,0,0,0,0,0,0.013559322,0,0.013559322,0,0,0.006779661,0,0,0,0.003389831,0,0,0,0,0,0.006779661,0,0,0,0,0,0,0,0.033898305,0.033898305,0.26440678,0.030508475,0,0.396610169,0.159322034,0.115254237,0,0.206779661,0.328813559,0.166101695,0.298305085,0.328813559,0.671186441,0.403389831,0,0.193220339,0.138983051,0.149152542,0.115254237,2010
2733,Shaun Livingston,Guard,73,17.04657534,2.534246575,5.438356164,0.01369863,0.054794521,1.479452055,1.712328767,0.397260274,1.643835616,2.246575342,0.397260274,0.643835616,1.205479452,1.493150685,6.561643836,-0.97260274,96.63424658,99.65479452,0.247410959,1.059315068,23.65876712,0.026986301,0.112726027,0,12.70821918,0.455808219,0.526369863,0.200712329,90.45493151,0.113849315,0,0,0,0,0.521072797,0.478927203,0,0.005108557,0.002554278,0.006385696,0.033205619,0,0.001277139,0,0.116219668,0.001277139,0.028097063,0.001277139,0.002554278,0.033205619,0.002554278,0.001277139,0,0.100893997,0.007662835,0.007662835,0.003831418,0.25798212,0.002554278,0,0.003831418,0.012771392,0.029374202,0.006385696,0.011494253,0.0651341,0,0.008939974,0,0.006385696,0,0.01660281,0.006385696,0.007662835,0.014048531,0,0.002554278,0,0.008939974,0,0.001277139,0,0.003831418,0.003831418,0.001277139,0,0.007662835,0,0.001277139,0,0,0.122605364,0,0.011494253,0.006385696,0.003831418,0.005108557,0.010217114,0,0.005108557,0.005108557,0.005108557,0.003831418,0.003831418,0.406130268,0.2899106,0.286079183,0.003831418,0.38697318,0.014048531,0.508301405,0.086845466,0.017879949,0.982120051,0.545338442,0.003831418,0.019157088,0.019157088,0.181353768,0.231162197,2010
686,Antonio McDyess,Center,79,19.17510549,2.329113924,4.810126582,0,0.012658228,0.708860759,1.063291139,1.670886076,3.708860759,1.164556962,0.556962025,0.481012658,1,2.329113924,5.367088608,1.632911392,110.2383562,102.460274,0.094178082,0.59369863,16.24780822,0.100945205,0.230315068,0,15.03424658,0.477479452,0.498958904,0.145383562,93.84027397,0.090438356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
2736,Luol Deng,Forward,98,39.86785714,6.408163265,14.10204082,1.397959184,4.091836735,3.112244898,4.06122449,1.459183673,4.459183673,2.785714286,0.591836735,1.040816327,1.857142857,2.06122449,17.32653061,6.204081633,106.2743902,97.96341463,0.120890244,1.305121951,13.35731707,0.042402439,0.126365854,0,9.435365854,0.505170732,0.54702439,0.208280488,93.1852439,0.111207317,0,0,0,0,0.460695876,0.539304124,0.00064433,0.00193299,0.00128866,0.019329897,0.011597938,0.00064433,0.00257732,0,0.012242268,0.00128866,0.057345361,0.00064433,0,0.010309278,0.00128866,0,0,0.00257732,0.009664948,0.011597938,0.00128866,0.567654639,0.007731959,0.00064433,0.003221649,0.004510309,0.008376289,0.006443299,0.00064433,0.132731959,0,0.00064433,0,0.00257732,0,0.018685567,0.006443299,0.00064433,0.00128866,0.00064433,0.007731959,0,0.006443299,0,0.003221649,0.007087629,0.005798969,0,0,0,0.018041237,0,0,0,0,0.016108247,0,0.008376289,0.005798969,0,0.00064433,0,0,0.011597938,0.066365979,0.141752577,0.099871134,0.00193299,0.243556701,0.115979381,0.330541237,0.00257732,0.404639175,0.307345361,0.110180412,0.175257732,0.31056701,0.68943299,0.469716495,0.00257732,0.12564433,0.083762887,0.177190722,0.141108247,2010
2738,Andre Iguodala,Wing,72,36.92476852,5,11.26388889,0.888888889,2.708333333,3.027777778,4.361111111,0.944444444,4.916666667,6.333333333,0.555555556,1.472222222,2.111111111,1.736111111,13.91666667,2,104.0507463,101.2119403,0.261925373,2.856835821,28.55223881,0.027507463,0.154686567,0,9.744776119,0.486044776,0.533537313,0.193014925,94.21910448,0.125089552,0,0,0,0,0.471264368,0.528735632,0.002298851,0.002298851,0.001149425,0.002298851,0.036781609,0.002298851,0.002298851,0,0.150574713,0.002298851,0.037931034,0,0.001149425,0.011494253,0.001149425,0.001149425,0,0.011494253,0.004597701,0.003448276,0.002298851,0.46091954,0.002298851,0,0.001149425,0.003448276,0.008045977,0.013793103,0.029885057,0.052873563,0,0.001149425,0.001149425,0,0,0.012643678,0.012643678,0.013793103,0.002298851,0,0.002298851,0.003448276,0.013793103,0,0.001149425,0.002298851,0.003448276,0,0,0.001149425,0.003448276,0,0.003448276,0,0,0.016091954,0,0.013793103,0.017241379,0.003448276,0.002298851,0.012643678,0,0.006896552,0.08045977,0.250574713,0.085057471,0.010344828,0.181609195,0.081609195,0.310344828,0.010344828,0.351724138,0.416091954,0.088505747,0.133333333,0.426436782,0.573563218,0.454022989,0.010344828,0.145977011,0.131034483,0.127586207,0.131034483,2010
201161,Daequan Cook,Guard,60,12.82694444,1.683333333,3.933333333,1.35,3.316666667,0.3,0.366666667,0.15,1.45,0.333333333,0.016666667,0.283333333,0.4,1.133333333,5.016666667,1.483333333,108.9209302,101.4744186,0.047348837,0.120232558,7.479069767,0.014418605,0.120953488,0,7.662790698,0.502465116,0.534325581,0.158209302,95.03465116,0.049744186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
2744,Al Jefferson,Center,82,35.86849593,7.963414634,16.04878049,0,0,2.682926829,3.524390244,2.865853659,6.817073171,1.817073171,1.865853659,0.56097561,1.280487805,2.902439024,18.6097561,-2.097560976,105.5695122,109.5012195,0.090768293,0.842439024,8.817073171,0.091670732,0.230719512,0,6.207317073,0.48595122,0.51947561,0.240390244,93.52414634,0.132463415,0,0,0,0,0.480392157,0.519607843,0,0.00130719,0.00130719,0.066666667,0.014379085,0,0.001960784,0,0.003267974,0,0.004575163,0,0,0.003921569,0,0,0,0.003267974,0.002614379,0.003921569,0,0.48496732,0.011111111,0,0,0.056862745,0.009150327,0.002614379,0,0.217647059,0,0.001960784,0.00130719,0.013071895,0.00130719,0.005882353,0.00130719,0.001960784,0.001960784,0,0.002614379,0,0,0,0.000653595,0.00130719,0.009150327,0,0,0,0.000653595,0,0,0,0,0.064052288,0,0,0,0,0,0,0,0.003267974,0.000653595,0.002614379,0,0,0.361437908,0.323529412,0.311764706,0,0.52875817,0.003267974,0.333986928,0.133986928,0.003267974,0.996732026,0.611764706,0,0.016339869,0.026797386,0.08627451,0.258823529,2010
2746,Josh Smith,Forward,89,34.72659176,6.359550562,13.61797753,0.606741573,2,3.02247191,4.303370787,1.707865169,6.820224719,3.258426966,1.629213483,1.258426966,2.505617978,2.876404494,16.34831461,0.516853933,103.0454545,103.0571429,0.169337662,1.616623377,15.21688312,0.059285714,0.233363636,0,12.39350649,0.492077922,0.531857143,0.250324675,91.58142857,0.134532468,0,0,0,0,0.404223228,0.595776772,0,0.001508296,0.007541478,0.073152338,0.021870287,0,0.003016591,0,0.006033183,0.000754148,0.050527903,0,0.000754148,0.008295626,0,0,0,0.004524887,0.003770739,0.004524887,0.001508296,0.490950226,0.014328808,0,0.003016591,0.029411765,0.014328808,0.006033183,0.003016591,0.142533937,0,0,0.000754148,0.012820513,0.000754148,0.003016591,0.002262443,0.008295626,0.003770739,0.000754148,0.00678733,0,0.002262443,0,0,0.003770739,0.006033183,0,0,0,0.012066365,0,0,0,0,0.008295626,0,0.007541478,0,0.000754148,0.016591252,0.000754148,0,0.011312217,0.027149321,0.219457014,0.028657617,0.001508296,0.16892911,0.226244344,0.328054299,0.002262443,0.52413273,0.274509804,0.071644042,0.12745098,0.276772247,0.723227753,0.665912519,0.002262443,0.110105581,0.088989442,0.051282051,0.081447964,2010
