id,name,position,recorded_games,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,ast,blk,stl,to,pf,pts,plus_minus,off_rating,def_rating,ast_pct,ast_tov,ast_ratio,oreb_pct,dreb_pct,treb_pct,tm_tov_pct,efg_pct,ts_pct,usg_pct,pace,pie,shot_distance,shot_made_flag,loc_x,loc_y,event_type-Missed Shot,event_type-Made Shot,action_type-Fadeaway Bank shot,action_type-Running Layup Shot,action_type-Jump Bank Hook Shot,action_type-Driving Floating Jump Shot,action_type-Step Back Jump shot,action_type-Slam Dunk Shot,action_type-Tip Layup Shot,action_type-Driving Dunk Shot,action_type-Hook Shot,action_type-Running Alley Oop Layup Shot,action_type-Running Tip Shot,action_type-Running Pull-Up Jump Shot,action_type-Fadeaway Jump Shot,action_type-Putback Dunk Shot,action_type-Tip Dunk Shot,action_type-Running Reverse Layup Shot,action_type-Running Finger Roll Layup Shot,action_type-Putback Layup Shot,action_type-Step Back Bank Jump Shot,action_type-No Shot,action_type-Turnaround Jump Shot,action_type-Floating Jump shot,action_type-Jump Shot,action_type-Layup Shot,action_type-Reverse Layup Shot,action_type-Turnaround Fadeaway shot,action_type-Hook Bank Shot,action_type-Driving Jump shot,action_type-Cutting Dunk Shot,action_type-Driving Hook Shot,action_type-Running Alley Oop Dunk Shot,action_type-Alley Oop Layup shot,action_type-Turnaround Bank Hook Shot,action_type-Jump Bank Shot,action_type-Reverse Dunk Shot,action_type-Driving Floating Bank Jump Shot,action_type-Turnaround Fadeaway Bank Jump Shot,action_type-Running Dunk Shot,action_type-Tip Shot,action_type-Running Jump Shot,action_type-Running Hook Shot,action_type-Putback Slam Dunk Shot,action_type-Driving Bank Hook Shot,action_type-Turnaround Hook Shot,action_type-Cutting Finger Roll Layup Shot,action_type-Running Bank shot,action_type-Pullup Jump shot,action_type-Alley Oop Dunk Shot,action_type-Reverse Slam Dunk Shot,action_type-Running Slam Dunk Shot,action_type-Driving Bank shot,action_type-Driving Slam Dunk Shot,action_type-Running Reverse Dunk Shot,action_type-Pullup Bank shot,action_type-Jump Hook Shot,action_type-Driving Reverse Dunk Shot,action_type-Driving Finger Roll Layup Shot,action_type-Dunk Shot,action_type-Turnaround Bank shot,action_type-Driving Layup Shot,action_type-Cutting Layup Shot,action_type-Driving Reverse Layup Shot,action_type-Running Bank Hook Shot,action_type-Finger Roll Layup Shot,shot_zone_basic-Left Corner 3,shot_zone_basic-Right Corner 3,shot_zone_basic-Mid-Range,shot_zone_basic-In The Paint (Non-RA),shot_zone_basic-Restricted Area,shot_zone_basic-Backcourt,shot_zone_basic-Above the Break 3,shot_zone_range-16-24 ft.,shot_zone_range-Back Court Shot,shot_zone_range-24+ ft.,shot_zone_range-Less Than 8 ft.,shot_zone_range-8-16 ft.,shot_type-3PT Field Goal,shot_type-2PT Field Goal,shot_zone_area-Right Side(R),shot_zone_area-Center(C),shot_zone_area-Left Side(L),shot_zone_area-Left Side Center(LC),shot_zone_area-Back Court(BC),shot_zone_area-Right Side Center(RC)
2210,Richard Jefferson,Forward,63,27.692063492063497,3.2222222222222223,7.746031746031746,1.7936507936507937,4.26984126984127,0.9365079365079365,1.3492063492063493,0.4126984126984127,3.0634920634920637,1.3968253968253967,0.30158730158730157,0.5873015873015873,0.7936507936507936,1.9206349206349207,9.174603174603174,-0.42857142857142855,101.95238095238093,104.51746031746032,0.07852380952380952,0.7222222222222222,12.957142857142859,0.014984126984126987,0.1337777777777778,0.0,7.800000000000002,0.5261269841269839,0.5476666666666665,0.1542539682539682,93.90984126984128,0.07023809523809524,0,0,0,0,0.45662100456621,0.54337899543379,0.0,0.0,0.0045662100456621,0.0,0.015220700152207,0.0015220700152207,0.0030441400304414,0.0,0.0091324200913242,0.0030441400304414,0.0502283105022831,0.0015220700152207,0.0030441400304414,0.0015220700152207,0.0015220700152207,0.0,0.0,0.0,0.0060882800608828,0.0015220700152207,0.0045662100456621,0.6362252663622526,0.0015220700152207,0.0,0.0015220700152207,0.0,0.0121765601217656,0.0106544901065449,0.0076103500761035,0.0441400304414003,0.0015220700152207,0.0015220700152207,0.0060882800608828,0.0015220700152207,0.0,0.0273972602739726,0.0106544901065449,0.0045662100456621,0.0,0.0,0.0045662100456621,0.0015220700152207,0.0091324200913242,0.0,0.0091324200913242,0.0228310502283105,0.0,0.0,0.0,0.0015220700152207,0.0076103500761035,0.0,0.0,0.0,0.0,0.0136986301369863,0.0015220700152207,0.0167427701674277,0.0076103500761035,0.0106544901065449,0.0045662100456621,0.0030441400304414,0.0,0.0121765601217656,0.1035007610350076,0.2815829528158295,0.1354642313546423,0.0,0.121765601217656,0.0958904109589041,0.2617960426179604,0.0015220700152207,0.3257229832572298,0.5190258751902588,0.0715372907153729,0.0821917808219178,0.5190258751902588,0.4809741248097412,0.4322678843226788,0.0015220700152207,0.1385083713850837,0.1202435312024353,0.1704718417047184,0.136986301369863
2215,Jason Collins,Center,35,10.921904761904761,0.6285714285714286,1.457142857142857,0.0,0.0,0.2,0.42857142857142855,0.45714285714285713,1.2571428571428571,0.2857142857142857,0.08571428571428572,0.14285714285714285,0.5714285714285714,1.4285714285714286,1.457142857142857,-0.11428571428571428,94.01333333333334,98.18333333333335,0.02383333333333333,0.03333333333333333,9.739666666666666,0.030666666666666665,0.09616666666666666,0.0,11.466666666666667,0.2311,0.26620000000000005,0.07959999999999998,93.88233333333336,-0.030433333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,Zach Randolph,Forward,35,28.060000000000002,4.828571428571428,10.657142857142857,0.05714285714285714,0.34285714285714286,2.2857142857142856,3.5142857142857142,3.0,5.4,1.542857142857143,0.22857142857142856,0.8,1.457142857142857,2.342857142857143,12.0,4.114285714285714,105.98214285714285,99.17857142857143,0.11264285714285714,0.7110714285714285,13.139285714285716,0.12260714285714285,0.25039285714285714,0.0,9.700000000000001,0.4581071428571429,0.4912500000000001,0.2168928571428572,93.04714285714287,0.12842857142857142,0,0,0,0,0.4824986537425956,0.5175013462574044,0.0,0.0,0.01723209477652127,0.04954227248249865,0.004308023694130318,0.0016155088852988692,0.014539579967689823,0.0,0.009154550350026925,0.0005385029617662897,0.045234248788368334,0.0005385029617662897,0.0,0.031233171782444804,0.0016155088852988692,0.0,0.0,0.0005385029617662897,0.006462035541195477,0.015078082929456112,0.0010770059235325794,0.3850296176628972,0.024232633279483037,0.0,0.0016155088852988692,0.02046311254711901,0.007000538502961767,0.017770597738287562,0.0005385029617662897,0.1992460958535272,0.0,0.015616585891222402,0.0005385029617662897,0.0032310177705977385,0.0010770059235325794,0.011308562197092083,0.0032310177705977385,0.0010770059235325794,0.0,0.0,0.012385568120624663,0.0,0.007000538502961767,0.0,0.008077544426494346,0.002154011847065159,0.023155627355950458,0.0,0.0,0.0005385029617662897,0.006462035541195477,0.0,0.0,0.0,0.0,0.033925686591276254,0.0005385029617662897,0.0,0.0,0.0,0.004846526655896607,0.0,0.0,0.010231556273559504,0.0010770059235325794,0.01830910070005385,0.002154011847065159,0.004308023694130318,0.32148626817447495,0.23694130317716747,0.4157242864835757,0.004308023694130318,0.6305869682283253,0.021540118470651588,0.13893376413570274,0.20463112547119008,0.025848142164781908,0.9741518578352181,0.6855142703284868,0.004308023694130318,0.07108239095315025,0.028002154011847066,0.15724286483575659,0.053850296176628974
2217,Brendan Haywood,Center,58,20.578735632183907,2.086206896551724,4.155172413793103,0.0,0.0,0.8620689655172413,1.793103448275862,2.5,3.2586206896551726,0.3448275862068966,0.9655172413793104,0.43103448275862066,0.8275862068965517,2.206896551724138,5.0344827586206895,0.27586206896551724,97.97962962962966,94.90370370370371,0.02011111111111111,0.17277777777777778,4.1537037037037035,0.13075925925925927,0.17464814814814814,0.0,14.216666666666665,0.4939814814814814,0.49099999999999994,0.1446666666666667,92.54796296296296,0.10627777777777776,0,0,0,0,0.4666666666666667,0.5333333333333333,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.36666666666666664,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.16666666666666666,0.0,0.6333333333333333,0.0,0.3333333333333333,0.03333333333333333,0.0,1.0,0.6333333333333333,0.0,0.0,0.0,0.13333333333333333,0.23333333333333334
2222,Gerald Wallace,Forward,58,35.670977011494244,4.948275862068965,10.89655172413793,0.7931034482758621,2.586206896551724,3.103448275862069,3.8793103448275863,1.5,5.155172413793103,2.8275862068965516,0.6206896551724138,1.4482758620689655,1.9137931034482758,2.5,13.793103448275861,1.7241379310344827,101.54310344827586,98.75862068965516,0.12574137931034482,1.4129310344827586,15.705172413793106,0.04724137931034484,0.1638793103448276,0.0,11.92758620689655,0.47456896551724137,0.5268620689655171,0.18708620689655173,94.18241379310345,0.11062068965517238,0,0,0,0,0.4117647058823529,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20588235294117646,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.029411764705882353,0.029411764705882353,0.0,0.029411764705882353,0.058823529411764705,0.058823529411764705,0.7941176470588235,0.029411764705882353,0.8529411764705882,0.058823529411764705,0.0,0.058823529411764705,0.08823529411764706,0.9117647058823529,0.8823529411764706,0.029411764705882353,0.0,0.029411764705882353,0.0,0.058823529411764705
2223,Samuel Dalembert,Center,65,22.10076923076923,3.076923076923077,6.076923076923077,0.0,0.015384615384615385,1.3846153846153846,1.7384615384615385,2.4307692307692306,4.584615384615384,0.5076923076923077,1.7076923076923076,0.5692307692307692,1.2615384615384615,2.4923076923076923,7.538461538461538,0.8461538461538461,102.18923076923075,103.9676923076923,0.04919999999999999,0.25384615384615383,5.644615384615386,0.12104615384615383,0.2479692307692308,0.0,14.135384615384618,0.4902307692307692,0.5373692307692307,0.1645384615384616,93.21092307692308,0.10843076923076927,0,0,0,0,0.43846153846153846,0.5615384615384615,0.0,0.015384615384615385,0.0,0.1076923076923077,0.05384615384615385,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.007692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4230769230769231,0.007692307692307693,0.0,0.007692307692307693,0.015384615384615385,0.007692307692307693,0.0,0.0,0.06153846153846154,0.0,0.0,0.03076923076923077,0.007692307692307693,0.0,0.015384615384615385,0.0,0.03076923076923077,0.0,0.0,0.007692307692307693,0.0,0.0,0.0,0.0,0.0,0.09230769230769231,0.007692307692307693,0.0,0.007692307692307693,0.0,0.0,0.0,0.0,0.0,0.03076923076923077,0.0,0.007692307692307693,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.27692307692307694,0.3153846153846154,0.4076923076923077,0.0,0.6,0.0,0.27692307692307694,0.12307692307692308,0.0,1.0,0.7230769230769231,0.0,0.03076923076923077,0.03076923076923077,0.13076923076923078,0.08461538461538462
2225,Tony Parker,Guard,74,32.904279279279265,7.148648648648648,15.067567567567568,0.28378378378378377,1.1081081081081081,4.027027027027027,5.027027027027027,0.40540540540540543,2.581081081081081,7.54054054054054,0.06756756756756757,0.9459459459459459,2.6621621621621623,1.3243243243243243,18.60810810810811,7.337837837837838,108.94333333333331,97.22666666666667,0.4015833333333332,2.78065,29.325,0.013900000000000001,0.08636666666666667,0.0,8.818333333333333,0.47333333333333355,0.5234166666666668,0.27283333333333337,94.7751666666667,0.15094999999999997,0,0,0,0,0.4897828863346105,0.5102171136653896,0.0,0.0,0.001277139208173691,0.0006385696040868455,0.0,0.0031928480204342275,0.0070242656449553,0.0,0.12835249042145594,0.002554278416347382,0.08939974457215837,0.0031928480204342275,0.0,0.010855683269476373,0.0006385696040868455,0.0,0.0006385696040868455,0.0019157088122605363,0.0019157088122605363,0.0,0.0038314176245210726,0.44572158365261816,0.0006385696040868455,0.0006385696040868455,0.0019157088122605363,0.0,0.05747126436781609,0.008301404853128991,0.0,0.11685823754789272,0.0,0.0,0.0038314176245210726,0.001277139208173691,0.0,0.0140485312899106,0.0280970625798212,0.0,0.0,0.0,0.0031928480204342275,0.0,0.0070242656449553,0.0,0.008301404853128991,0.008939974457215836,0.0,0.0,0.0,0.0006385696040868455,0.017879948914431672,0.0,0.0,0.0,0.0,0.008939974457215836,0.0,0.0,0.0,0.0,0.001277139208173691,0.0,0.0,0.009578544061302681,0.035759897828863345,0.026181353767560665,0.03959131545338442,0.0,0.39846743295019155,0.18646232439335889,0.31353767560664114,0.0,0.42081736909323114,0.10153256704980843,0.19348659003831417,0.2841634738186462,0.10153256704980843,0.8984674329501916,0.5025542784163474,0.0,0.10280970625798212,0.10153256704980843,0.13665389527458494,0.15644955300127714
2230,Maurice Evans,Wing,24,14.063888888888888,1.875,4.666666666666667,0.7083333333333334,1.875,0.4166666666666667,0.5416666666666666,0.3333333333333333,0.6666666666666666,0.375,0.0,0.5833333333333334,0.4166666666666667,1.5,4.875,1.0416666666666667,94.75,104.85416666666669,0.03283333333333333,0.14583333333333334,7.90375,0.016874999999999998,0.059291666666666666,0.0,6.741666666666666,0.34224999999999994,0.3535833333333333,0.15108333333333332,95.55458333333333,-0.0033333333333333236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,Earl Watson,Guard,50,20.455333333333332,1.08,3.2,0.2,1.04,0.62,0.92,0.6,1.82,4.34,0.44,1.08,1.7,2.1,2.98,-0.08,100.37599999999999,100.78,0.30528,2.10718,43.8998,0.02826,0.11458000000000002,0.0,17.792,0.35052,0.38778,0.11294,93.36540000000002,0.07372000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250,Bobby Simmons,Forward,32,13.756770833333333,1.03125,3.09375,0.65625,2.0,0.125,0.21875,0.53125,1.21875,0.34375,0.09375,0.46875,0.34375,1.5,2.84375,-0.28125,91.32142857142854,98.03571428571429,0.031892857142857146,0.17857142857142858,8.267857142857142,0.03614285714285714,0.11539285714285716,0.0,8.575,0.4327857142857144,0.44225,0.11010714285714288,92.9132142857143,0.021035714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202970,Gustavo Ayon,Center,54,19.99444444444444,2.5925925925925926,4.833333333333333,0.0,0.018518518518518517,0.7222222222222222,1.1666666666666667,1.5925925925925926,3.314814814814815,1.3703703703703705,0.8518518518518519,0.9814814814814815,0.8518518518518519,2.185185185185185,5.907407407407407,-0.4444444444444444,98.32962962962964,102.67962962962966,0.09418518518518522,0.5338888888888889,15.677777777777779,0.09025925925925928,0.19909259259259265,0.0,11.520370370370369,0.4852962962962963,0.5109814814814814,0.13472222222222224,90.74925925925923,0.08798148148148147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Grant Hill,Forward,49,28.072448979591826,4.1020408163265305,9.204081632653061,0.2857142857142857,1.0816326530612246,1.6938775510204083,2.2244897959183674,0.5918367346938775,2.8979591836734695,2.183673469387755,0.5918367346938775,0.8367346938775511,1.3265306122448979,1.7959183673469388,10.183673469387756,2.2244897959183674,102.68571428571425,104.63061224489795,0.10328571428571431,1.2283673469387757,14.43469387755102,0.025653061224489793,0.10295918367346943,0.0,9.465306122448979,0.44473469387755105,0.4817142857142857,0.19359183673469388,95.47816326530611,0.06734693877551022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2743,Kris Humphries,Forward,62,34.91102150537634,5.209677419354839,10.82258064516129,0.0,0.0,3.370967741935484,4.483870967741935,3.7580645161290325,7.225806451612903,1.4516129032258065,1.1935483870967742,0.8064516129032258,1.9193548387096775,2.7903225806451615,13.790322580645162,-2.838709677419355,100.9967741935484,107.93548387096773,0.07124193548387096,0.7588709677419354,8.396774193548387,0.12311290322580645,0.24333870967741927,0.0,12.379032258064516,0.47258064516129017,0.5331290322580644,0.1922741935483871,92.9627419354839,0.1196290322580645,0,0,0,0,0.44747612551159616,0.5525238744884038,0.0,0.009549795361527967,0.002728512960436562,0.008185538881309686,0.021828103683492497,0.0,0.0,0.0,0.01227830832196453,0.001364256480218281,0.023192360163710776,0.0,0.0,0.005457025920873124,0.0,0.0,0.0,0.004092769440654843,0.005457025920873124,0.019099590723055934,0.004092769440654843,0.6316507503410641,0.008185538881309686,0.0,0.0,0.002728512960436562,0.004092769440654843,0.008185538881309686,0.0068212824010914054,0.1077762619372442,0.0,0.001364256480218281,0.002728512960436562,0.001364256480218281,0.0,0.008185538881309686,0.0,0.009549795361527967,0.004092769440654843,0.002728512960436562,0.005457025920873124,0.0,0.0,0.0,0.0,0.001364256480218281,0.027285129604365622,0.001364256480218281,0.0,0.001364256480218281,0.001364256480218281,0.0,0.0,0.0,0.001364256480218281,0.0068212824010914054,0.0,0.019099590723055934,0.010914051841746248,0.0,0.002728512960436562,0.001364256480218281,0.0,0.002728512960436562,0.010914051841746248,0.12141882673942701,0.020463847203274217,0.001364256480218281,0.41336971350613916,0.12005457025920874,0.31241473396998637,0.001364256480218281,0.3806275579809004,0.15279672578444747,0.15416098226466576,0.31105047748976805,0.15416098226466576,0.8458390177353342,0.6248294679399727,0.001364256480218281,0.09140518417462483,0.0723055934515689,0.13369713506139155,0.07639836289222374
2440,Matt Barnes,Forward,74,21.87207207207207,2.581081081081081,6.027027027027027,0.6891891891891891,2.2837837837837838,1.3108108108108107,1.7837837837837838,1.4324324324324325,3.7027027027027026,1.9189189189189189,0.7162162162162162,0.6081081081081081,1.1891891891891893,2.445945945945946,7.162162162162162,-0.24324324324324326,104.55079365079366,102.9936507936508,0.13265079365079366,1.282063492063492,17.473015873015875,0.07923809523809525,0.18015873015873018,0.0,10.877777777777776,0.4919841269841269,0.5303809523809524,0.16373015873015873,93.58619047619047,0.09538095238095237,0,0,0,0,0.41273408239700377,0.5872659176029963,0.0,0.0,0.0022471910112359553,0.0052434456928838954,0.008988764044943821,0.0022471910112359553,0.0052434456928838954,0.0,0.017977528089887642,0.000749063670411985,0.05543071161048689,0.000749063670411985,0.000749063670411985,0.0022471910112359553,0.0,0.0,0.0,0.000749063670411985,0.02247191011235955,0.014232209737827715,0.003745318352059925,0.6217228464419475,0.00749063670411985,0.00149812734082397,0.000749063670411985,0.00299625468164794,0.0149812734082397,0.00599250936329588,0.000749063670411985,0.10711610486891386,0.0,0.000749063670411985,0.0052434456928838954,0.0,0.000749063670411985,0.006741573033707865,0.003745318352059925,0.000749063670411985,0.000749063670411985,0.0,0.00599250936329588,0.0,0.000749063670411985,0.0,0.0022471910112359553,0.000749063670411985,0.0022471910112359553,0.0,0.000749063670411985,0.0,0.02397003745318352,0.0,0.0,0.0,0.0,0.0052434456928838954,0.0,0.006741573033707865,0.0022471910112359553,0.0,0.000749063670411985,0.00149812734082397,0.0,0.021722846441947566,0.10187265917602996,0.350561797752809,0.11535580524344569,0.0022471910112359553,0.060674157303370786,0.07116104868913857,0.29812734082397,0.0022471910112359553,0.349812734082397,0.5677902621722847,0.03445692883895131,0.045692883895131084,0.5700374531835206,0.4299625468164794,0.4584269662921348,0.0022471910112359553,0.1348314606741573,0.14681647940074907,0.13632958801498127,0.12134831460674157
2365,Chris Andersen,Center,32,14.995833333333334,1.84375,3.375,0.0,0.0,1.5625,2.5625,1.5,3.125,0.1875,1.4375,0.59375,0.53125,1.625,5.25,0.8125,105.175,104.58124999999998,0.018187500000000002,0.0625,5.1153125,0.10334375,0.21906250000000002,0.0,8.35,0.46975,0.5547812499999999,0.14303125,98.23812500000004,0.11087499999999999,0,0,0,0,0.5678571428571428,0.43214285714285716,0.0035714285714285713,0.02142857142857143,0.0,0.010714285714285714,0.09642857142857143,0.0,0.0,0.0,0.007142857142857143,0.0,0.014285714285714285,0.02142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.03214285714285714,0.0,0.28214285714285714,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.0,0.007142857142857143,0.04285714285714286,0.0,0.0,0.03214285714285714,0.0035714285714285713,0.0035714285714285713,0.007142857142857143,0.0,0.0035714285714285713,0.0,0.007142857142857143,0.0,0.0,0.0,0.08214285714285714,0.0,0.0,0.0,0.0035714285714285713,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.007142857142857143,0.0035714285714285713,0.0035714285714285713,0.0,0.07857142857142857,0.0,0.0,0.007142857142857143,0.05714285714285714,0.02142857142857143,0.010714285714285714,0.13214285714285715,0.05714285714285714,0.7142857142857143,0.010714285714285714,0.7607142857142857,0.08571428571428572,0.04285714285714286,0.1,0.09642857142857143,0.9035714285714286,0.8321428571428572,0.010714285714285714,0.03571428571428571,0.03214285714285714,0.039285714285714285,0.05
201041,Walker Russell,Guard,28,12.454166666666666,1.1785714285714286,3.392857142857143,0.14285714285714285,0.4642857142857143,0.5,0.7857142857142857,0.25,0.6785714285714286,2.0714285714285716,0.03571428571428571,0.6428571428571429,1.1785714285714286,1.0357142857142858,3.0,-2.392857142857143,96.28928571428573,109.26428571428572,0.3042142857142857,1.012142857142857,28.081428571428567,0.01717857142857143,0.05282142857142857,0.0,16.603571428571428,0.30742857142857144,0.31625000000000003,0.18435714285714283,95.00678571428571,0.01117857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2399,Mike Dunleavy,Wing,55,26.17454545454545,4.345454545454546,9.163636363636364,1.509090909090909,3.7818181818181817,2.109090909090909,2.6,0.5272727272727272,3.1818181818181817,2.1272727272727274,0.14545454545454545,0.509090909090909,1.0545454545454545,1.5818181818181818,12.309090909090909,3.1818181818181817,101.36363636363635,98.04545454545455,0.13165454545454544,1.1272727272727272,14.709090909090909,0.021272727272727273,0.13296363636363637,0.0,7.829090909090908,0.5417636363636363,0.5765818181818181,0.19036363636363635,96.23309090909089,0.10794545454545455,0,0,0,0,0.42584434654919234,0.5741556534508077,0.0,0.0,0.0,0.005873715124816446,0.0014684287812041115,0.0,0.002936857562408223,0.0,0.01762114537444934,0.007342143906020558,0.042584434654919234,0.0014684287812041115,0.0,0.0014684287812041115,0.0,0.0,0.0,0.0,0.01762114537444934,0.0,0.0,0.7283406754772394,0.011747430249632892,0.0014684287812041115,0.0,0.0,0.010279001468428781,0.0014684287812041115,0.0,0.07195301027900147,0.0,0.0,0.0,0.0,0.0,0.010279001468428781,0.002936857562408223,0.0014684287812041115,0.0014684287812041115,0.0,0.004405286343612335,0.0,0.010279001468428781,0.0,0.0,0.0,0.011747430249632892,0.0,0.0,0.0,0.01908957415565345,0.0,0.0,0.0,0.0,0.0014684287812041115,0.0,0.0,0.0,0.0,0.004405286343612335,0.0,0.0,0.00881057268722467,0.048458149779735685,0.4287812041116006,0.05726872246696035,0.002936857562408223,0.1894273127753304,0.049926578560939794,0.22320117474302498,0.002936857562408223,0.2555066079295154,0.5345080763582967,0.049926578560939794,0.15712187958883994,0.5374449339207048,0.46255506607929514,0.4023494860499266,0.002936857562408223,0.21585903083700442,0.19676945668135096,0.10866372980910426,0.07342143906020558
2400,Drew Gooden,Forward,56,26.179166666666656,5.125,11.732142857142858,0.2857142857142857,0.9821428571428571,3.142857142857143,3.7142857142857144,2.3214285714285716,4.160714285714286,2.5714285714285716,0.6071428571428571,0.8214285714285714,1.9464285714285714,2.0,13.678571428571429,-2.8035714285714284,102.37142857142854,111.28571428571429,0.14517857142857146,1.3723214285714285,13.096428571428573,0.09039285714285716,0.19378571428571428,0.0,10.364285714285716,0.40989285714285717,0.4675714285714284,0.2509464285714286,97.59446428571428,0.0962857142857143,0,0,0,0,0.37894736842105264,0.6210526315789474,0.0,0.0,0.0,0.010526315789473684,0.005263157894736842,0.0,0.005263157894736842,0.0,0.013157894736842105,0.0,0.010526315789473684,0.0,0.0,0.002631578947368421,0.0,0.0,0.0,0.002631578947368421,0.0,0.02368421052631579,0.002631578947368421,0.7026315789473684,0.007894736842105263,0.0,0.0,0.002631578947368421,0.002631578947368421,0.002631578947368421,0.002631578947368421,0.08947368421052632,0.0,0.002631578947368421,0.0,0.0,0.0,0.007894736842105263,0.002631578947368421,0.0,0.0,0.0,0.005263157894736842,0.0,0.0,0.0,0.0,0.002631578947368421,0.06578947368421052,0.002631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.007894736842105263,0.007894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007894736842105263,0.018421052631578946,0.21052631578947367,0.031578947368421054,0.002631578947368421,0.4105263157894737,0.09473684210526316,0.23157894736842105,0.002631578947368421,0.29210526315789476,0.26052631578947366,0.11315789473684211,0.33157894736842103,0.2631578947368421,0.7368421052631579,0.4421052631578947,0.002631578947368421,0.15789473684210525,0.1368421052631579,0.1368421052631579,0.12368421052631579
