2048	0.581818182	1.309090909	0	0	0.290909091	0.818181818	0.781818182	2.472727273	0.2	0.218181818	0.163636364	0.509090909	1.745454545	1.454545455	0.6	96.60909091	95.04181818	0.049672727	0.090909091	7.172545455	0.091163636	0.303781818	0	18.49818182	0.299090909	0.313836364	0.119872727	91.06036364	0.032290909
2050	0.5	1.25	0	0.25	0	0	0	0.75	0.25	0	0	0	1.25	1	2	99.2	69.275	0.02775	0	6.25	0	0.125	0	0	0.20825	0.20825	0.0665	93.0375	-0.04475
2052	1.504901961	4.176470588	1.181372549	3.31372549	0.308823529	0.460784314	0.240196078	1.514705882	0.897058824	0.083333333	0.392156863	0.480392157	1.196078431	4.5	-1.323529412	93.5745098	102.6686275	0.075034314	0.345588235	13.87058824	0.020004902	0.090181373	0	8.358823529	0.439735294	0.444215686	0.136460784	92.29985294	0.036039216
2059	0.943396226	2.566037736	0.358490566	1.188679245	0.150943396	0.283018868	0.471698113	1.301886792	0.603773585	0.188679245	0.566037736	0.377358491	1.735849057	2.396226415	-0.58490566	94.25283019	106.0886792	0.067792453	0.245283019	13.11113208	0.041754717	0.117509434	0	10.43018868	0.35645283	0.370188679	0.114773585	91.50867925	-0.083415094
2067	2.095238095	5.365079365	1.126984127	2.936507937	0.603174603	0.634920635	0.158730159	1.380952381	1	0.047619048	0.571428571	0.523809524	1.174603175	5.920634921	1.682539683	101.0968254	102.2365079	0.086888889	0.396825397	12.43	0.011126984	0.09152381	0	8.346031746	0.363079365	0.409714286	0.176666667	94.23047619	0.039111111
2734	3.249427918	7.695652174	1.020594966	3.057208238	2.361556064	2.993135011	0.201372998	1.844393593	3.853546911	0.157894737	0.926773455	1.592677346	1.99771167	9.881006865	0.196796339	105.3590805	105.2225287	0.241144828	1.871512644	25.27057471	0.009234483	0.089045977	0	10.96229885	0.473287356	0.526165517	0.196754023	95.64898851	0.094457471
202775	1.25	4.5	0.25	1.25	0.75	0.75	0.5	2	0.25	0.25	0.25	0.25	0.25	3.5	-4.5	85.575	104.575	0.0625	0	5	0.0555	0.149	0	4.25	0.20325	0.2505	0.17975	86.3825	0.02075
2072	2.655737705	6.639344262	0.754098361	2.442622951	1.508196721	1.885245902	0.229508197	1.163934426	0.737704918	0.016393443	0.245901639	0.672131148	0.540983607	7.573770492	-1.819672131	98.06885246	108.3737705	0.078606557	0.382459016	9.88852459	0.01657377	0.100409836	0	8.36557377	0.384770492	0.44552459	0.247819672	93.94377049	0.096934426
2073	0.54954955	1.45045045	0.504504505	1.27027027	0.207207207	0.234234234	0.126126126	0.765765766	0.522522523	0.081081081	0.297297297	0.252252252	1.144144144	1.810810811	-0.648648649	88.91621622	103.4459459	0.076630631	0.189189189	15.83198198	0.008954955	0.100441441	0	7.211711712	0.357630631	0.371225225	0.082666667	101.2627027	-0.017018018
202779	1.65	4.4	0.6	1.4	0.85	0.95	0.3	1.45	1.2	0	0.55	1.1	0.7	4.75	-0.9	98.745	107.5	0.2074	0.625	13.435	0.01805	0.13755	0	12.68	0.4151	0.4702	0.20955	93.0255	0.0881
