Method,K,Cluster,Size,Center,Center-Forward,Forward-Center,Forward,Forward-Guard,Guard-Forward,Guard,Feature Set,Player IDs
K-Means++,8,6,72,0.1527777777777778,0.013888888888888888,0.08333333333333333,0.3888888888888889,0,0.06944444444444445,0.2361111111111111,0,1897 1626148 1626151 1626174 1626175 1626176 200770 1626184 200779 1626191 1627832 1626203 1626246 203912 1626254 203923 203934 203940 203948 203950 203962 1626312 201941 1627855 1627362 101249 203998 2365 203096 203098 202087 203112 203114 203118 202130 201148 204002 1627777 2555 1627884 2617 1627736 1627740 1627743 1627745 1627746 1627754 1627757 1627762 202362 1627771 1627773 1627778 1627787 202349 202390 1627817 1718 1627834 203462 2760 1627849 1627850 203493 203510 203527 101133 101179 201573 202620 201628 201202
K-Means++,8,7,54,0.09259259259259259,0,0.05555555555555555,0.3148148148148148,0.018518518518518517,0.037037037037037035,0.48148148148148145,0,200746 1626157 200752 1626164 202083 200794 203897 203914 203952 203954 203468 201933 201942 201950 204001 203999 203076 203078 203079 203081 203084 201954 203095 203109 203115 203953 203507 201143 201144 201163 201188 2546 2548 202326 202331 202340 202339 202695 203471 203506 202738 202330 201565 201567 201568 201569 201572 201588 201609 202681 202689 202691 202704 202710
K-Means++,8,8,11,0,0,0,0.2727272727272727,0,0,0.7272727272727273,0,201935 201939 201952 203110 200768 201142 2544 202322 101108 201566 201587
K-Means++,9,1,2,0,0,0,0.5,0,0,0.5,0,1626153 1627863
K-Means++,9,2,1,0,0,0,1.0,0,0,0,0,1627767
K-Means++,9,3,121,0.15702479338842976,0.05785123966942149,0.0743801652892562,0.4380165289256198,0.024793388429752067,0.0743801652892562,0.17355371900826447,0,1626143 1626147 1626149 1626155 1626161 1626162 200757 1626168 1626169 1626170 1626171 1626172 1626181 1626185 200782 1626204 1626209 1626245 2754 1626257 203922 203924 203925 203926 2199 2210 203939 203943 203957 203967 202683 203991 201945 203994 201959 201961 201967 201973 204028 204038 203082 203086 203089 203093 2399 203120 203124 203141 1626178 1626179 203186 201145 201147 203200 201160 201162 201167 101112 2403 1626195 202325 2571 201229 202328 2594 202332 202334 202337 202324 1627734 1627737 1627741 1627742 1627750 202344 1627759 202357 203382 1627775 203210 1627783 1627789 202389 201158 1627823 2736 2743 2744 203458 203459 203460 203463 1627851 203473 202703 203488 203498 203503 203516 203518 203530 101138 101139 203546 203584 201563 201577 201578 201579 201580 201585 201601 201627 1627827 2207 202687 202688 202702 202722 202730 202732
K-Means++,9,4,106,0.16981132075471697,0,0.03773584905660377,0.3584905660377358,0.018867924528301886,0.02830188679245283,0.3867924528301887,0,200746 1626157 200752 1626163 1626164 1626167 202083 200794 203897 203903 203914 203930 203932 203933 2216 203952 203954 203468 201933 201935 201939 201942 204001 201960 204020 203476 200755 203999 203076 203077 203078 203079 203081 203083 203084 203090 203095 203109 203115 200768 203145 203953 203507 201142 201143 201144 201156 201163 201188 2544 2546 2548 202326 202331 202322 202340 202339 202355 201152 2730 202695 203469 203471 2772 203484 203490 203496 203497 203500 203501 203506 101107 101141 101150 202738 101162 202330 203918 201565 201566 201567 201568 201569 201572 201583 201584 201586 201587 201588 201599 201609 202681 202684 202685 202689 202691 202693 202694 202696 202699 203085 202710 202711 202720 203944 2037
K-Means++,9,5,61,0.13114754098360656,0.01639344262295082,0.09836065573770492,0.3770491803278688,0,0.06557377049180328,0.26229508196721313,0,1897 1626151 1626174 1626175 1626176 200770 1626184 200779 1626203 1626210 203912 203934 203940 203950 203962 201941 1627362 1626154 203998 2365 203096 203098 202087 203112 203114 203118 202130 201148 2555 1626202 1627884 2617 1627740 1627743 1627745 1627746 1627754 1627757 1627762 1627771 1627778 1627781 1627787 202349 202390 1718 1627834 203462 2760 1627849 1627850 203493 1627879 203510 203527 101133 101179 201573 202620 201628 201202
K-Means++,9,6,10,0.1,0,0.1,0.1,0,0.2,0.5,0,1626192 203894 203948 1627736 1627738 2034 2757 1627854 203481 1627749
K-Means++,9,7,1,0,0,0,0,0,0,0,0,1626312
K-Means++,9,8,74,0.06756756756756757,0.02702702702702703,0.013513513513513514,0.12162162162162163,0,0.0945945945945946,0.6756756756756757,0,1626144 1626145 1626150 1626156 200751 200765 200771 203901 203902 2200 203935 2225 201937 201949 201950 201951 201952 201976 201988 201943 204060 201954 203107 203110 2440 201149 203613 201166 1891 201980 201196 2561 2564 203521 201228 202329 2585 204025 202335 202323 1627739 1627785 202397 204456 2733 2734 1713 2738 1627763 2749 203482 203486 203504 101108 101109 203512 101114 203524 101135 101145 202714 203552 101161 203585 203917 201571 1938 203937 202697 202704 202709 1627098 202066 202734
K-Means++,9,9,87,0.11494252873563218,0,0.05747126436781609,0.3333333333333333,0.022988505747126436,0.10344827586206896,0.367816091954023,0,1626148 1626158 1626166 1626191 1627832 1626196 1626199 1627835 203895 200826 1626246 203915 1626254 203923 2756 1626273 203949 1627752 201936 1627855 201956 201962 204014 201975 1627770 101249 1626159 203080 203087 203092 203094 203101 1626173 203138 203148 2449 101106 201150 201155 204002 201977 1627777 201177 2592 202338 1627733 1627735 1627747 1627751 1627748 1627756 1627758 1627761 202362 1627773 1627774 1627755 1627786 202391 1626780 1627812 1627815 1627817 1717 2747 203457 1627852 203477 203898 203487 202498 101123 203526 203909 101181 101187 201575 201582 201589 201600 1627826 202682 202692 202700 202713 202718 203461
K-Means++,10,1,2,0,0,0,0.5,0,0,0.5,0,1626153 1627863
K-Means++,10,2,74,0.13513513513513514,0,0.06756756756756757,0.3783783783783784,0.02702702702702703,0.12162162162162163,0.2702702702702703,0,1626143 1626158 1626166 1626171 1626172 1626185 1627832 1626199 1626209 1627835 203895 1626246 1626254 203923 2756 1626273 203949 1627752 201956 204014 1627770 203080 203087 203092 203094 203101 1626173 203138 2449 201150 201155 201977 1627777 201177 2592 202338 1627733 1627735 1627738 1627747 1627751 1627748 1627756 1627758 1627761 1627773 1627755 1627786 1627815 1627823 203457 1627852 203477 203481 203898 1627749 202498 101123 203526 101138 203909 101181 101187 201575 201582 201589 201600 1627826 201627 202682 202692 202700 202713 203461
K-Means++,10,3,87,0.1839080459770115,0.09195402298850575,0.10344827586206896,0.42528735632183906,0.011494252873563218,0.034482758620689655,0.14942528735632185,0,1626147 1626149 1626155 1626161 1626162 200757 1626168 1626169 1626181 1626245 1626257 203922 203924 203925 203926 2199 2210 203939 203943 202683 203991 201945 203994 201967 201973 204028 204038 203086 203089 203120 203124 203141 1626178 1626179 203186 201145 201147 203200 201160 201167 101112 2403 1626195 202325 2571 201229 202334 202337 202324 1627734 1627737 1627741 1627750 1627759 202357 203382 1627783 202389 2743 2744 203458 203463 1627851 203473 203482 202703 203488 203498 203512 203516 203518 203530 101135 203546 101161 203584 201563 201578 201579 201580 201585 201601 1627827 202687 202688 202702 202722
